,rank_turnover
2023-10-24,0.1240625
2023-10-25,0.14625
2023-10-26,0.12843749999999998
2023-10-27,0.108125
2023-10-30,0.09468750000000001
2023-10-31,0.1015625
2023-11-01,0.12000000000000002
2023-11-02,0.09406250000000001
2023-11-03,0.11781249999999999
2023-11-06,0.1171875
2023-11-07,0.11750000000000002
2023-11-08,0.0890625
2023-11-09,0.10718750000000002
2023-11-10,0.11437499999999998
2023-11-13,0.13187500000000002
2023-11-14,0.11968749999999999
2023-11-15,0.10812500000000003
2023-11-16,0.12156249999999999
2023-11-17,0.1271875
2023-11-20,0.118125
2023-11-21,0.12468750000000002
2023-11-22,0.12687500000000002
2023-11-23,0.1271875
2023-11-24,0.14281249999999998
2023-11-27,0.163125
2023-11-28,0.151875
2023-11-29,0.1359375
2023-11-30,0.13125
2023-12-01,0.11625
2023-12-04,0.1521875
2023-12-05,0.13124999999999998
2023-12-06,0.121875
2023-12-07,0.1328125
2023-12-08,0.1065625
2023-12-11,0.143125
2023-12-12,0.13374999999999998
2023-12-13,0.16
2023-12-14,0.1284375
2023-12-15,0.1121875
2023-12-18,0.12468750000000002
2023-12-19,0.140625
2023-12-20,0.11937500000000001
2023-12-21,0.1159375
2023-12-22,0.1315625
2023-12-25,0.12999999999999998
2023-12-26,0.10812499999999999
2023-12-27,0.13781249999999998
2023-12-28,0.12062500000000001
2023-12-29,0.130625
2024-01-01,0.13125
2024-01-02,0.15906250000000002
2024-01-03,0.11937499999999998
2024-01-04,0.1084375
2024-01-05,0.1084375
2024-01-08,0.11687499999999999
2024-01-09,0.10124999999999998
2024-01-10,0.109375
2024-01-11,0.1190625
2024-01-12,0.10906250000000002
2024-01-15,0.10718749999999999
2024-01-16,0.1025
2024-01-17,0.110625
2024-01-18,0.11906249999999999
2024-01-19,0.11343750000000001
2024-01-22,0.1528125
2024-01-23,0.12999999999999998
2024-01-24,0.12375
2024-01-25,0.11499999999999999
2024-01-26,0.11781250000000001
2024-01-29,0.1203125
2024-01-30,0.1278125
2024-01-31,0.12250000000000001
2024-02-01,0.115625
2024-02-02,0.1409375
2024-02-05,0.1084375
2024-02-06,0.12437499999999999
2024-02-07,0.135
2024-02-08,0.13968750000000002
2024-02-09,0.113125
2024-02-12,0.11218750000000002
2024-02-13,0.1234375
2024-02-14,0.11749999999999998
2024-02-15,0.11000000000000001
2024-02-16,0.10999999999999999
2024-02-19,0.1359375
2024-02-20,0.1209375
2024-02-21,0.114375
2024-02-22,0.11125
2024-02-23,0.1084375
2024-02-26,0.145
2024-02-27,0.113125
2024-02-28,0.10874999999999999
2024-02-29,0.11156249999999998
2024-03-01,0.08718750000000001
2024-03-04,0.1046875
2024-03-05,0.10281250000000001
2024-03-06,0.10218749999999999
2024-03-07,0.0965625
2024-03-08,0.10124999999999999
2024-03-11,0.0978125
2024-03-12,0.1103125
2024-03-13,0.1075
2024-03-14,0.10125000000000002
2024-03-15,0.10968750000000001
2024-03-18,0.108125
2024-03-19,0.09718749999999998
2024-03-20,0.105625
2024-03-21,0.094375
2024-03-22,0.10906250000000002
2024-03-25,0.14656249999999998
2024-03-26,0.1353125
2024-03-27,0.1459375
2024-03-28,0.12156249999999999
2024-03-29,0.1159375
2024-04-01,0.13218749999999999
2024-04-02,0.1203125
2024-04-03,0.125625
2024-04-04,0.1340625
2024-04-05,0.13
2024-04-08,0.14375
2024-04-09,0.11968749999999999
2024-04-10,0.12437499999999999
2024-04-11,0.1303125
2024-04-12,0.11656249999999999
2024-04-15,0.15437499999999998
2024-04-16,0.1390625
2024-04-17,0.133125
2024-04-18,0.113125
2024-04-19,0.1525
2024-04-22,0.1253125
2024-04-23,0.135
2024-04-24,0.1121875
2024-04-25,0.11843750000000001
2024-04-26,0.136875
2024-04-29,0.13468750000000002
2024-04-30,0.099375
2024-05-01,0.11000000000000001
2024-05-02,0.118125
2024-05-03,0.09906250000000001
2024-05-06,0.1
2024-05-07,0.11156250000000001
2024-05-08,0.13406250000000003
2024-05-09,0.1390625
2024-05-10,0.12562500000000001
2024-05-13,0.128125
2024-05-14,0.1034375
2024-05-15,0.1209375
2024-05-16,0.1371875
2024-05-17,0.11375000000000002
2024-05-20,0.10968750000000001
2024-05-21,0.150625
2024-05-22,0.11156250000000001
2024-05-23,0.115625
2024-05-24,0.10906250000000002
2024-05-27,0.1265625
2024-05-28,0.1446875
2024-05-29,0.14906250000000001
2024-05-30,0.09937499999999999
2024-05-31,0.09968750000000001
2024-06-03,0.12875
2024-06-04,0.10687500000000001
2024-06-05,0.11156250000000001
2024-06-06,0.10906249999999999
2024-06-07,0.11124999999999999
2024-06-10,0.10968750000000001
2024-06-11,0.1134375
2024-06-12,0.10812499999999999
2024-06-13,0.1028125
2024-06-14,0.1134375
2024-06-17,0.11374999999999999
2024-06-18,0.09156250000000002
2024-06-19,0.11656249999999999
2024-06-20,0.12125000000000001
2024-06-21,0.105625
2024-06-24,0.12468749999999999
2024-06-25,0.12625
2024-06-26,0.151875
2024-06-27,0.1603125
2024-06-28,0.1465625
2024-07-01,0.1125
2024-07-02,0.15562499999999999
2024-07-03,0.11781249999999999
2024-07-04,0.1109375
2024-07-05,0.1221875
2024-07-08,0.11281250000000001
2024-07-09,0.13937499999999997
2024-07-10,0.0975
2024-07-11,0.10500000000000001
2024-07-12,0.13343750000000001
2024-07-15,0.1275
2024-07-16,0.13625
2024-07-17,0.11968749999999999
2024-07-18,0.1540625
2024-07-19,0.14562499999999998
2024-07-22,0.14187499999999997
2024-07-23,0.1234375
2024-07-24,0.11093750000000002
2024-07-25,0.1375
2024-07-26,0.14812499999999998
2024-07-29,0.121875
2024-07-30,0.1303125
2024-07-31,0.1325
2024-08-01,0.11062500000000001
2024-08-02,0.10687500000000001
2024-08-05,0.11875
2024-08-06,0.09593750000000001
2024-08-07,0.11625
2024-08-08,0.11812500000000001
2024-08-09,0.12437500000000001
2024-08-12,0.121875
2024-08-13,0.12374999999999999
2024-08-14,0.12781250000000002
2024-08-15,0.0953125
2024-08-16,0.1290625
2024-08-19,0.12437499999999999
2024-08-20,0.1278125
2024-08-21,0.11187499999999999
2024-08-22,0.13624999999999998
2024-08-23,0.1265625
2024-08-26,0.14156249999999998
2024-08-27,0.1171875
2024-08-28,0.1390625
2024-08-29,0.16875
2024-08-30,0.13343750000000001
2024-09-02,0.11281249999999998
2024-09-03,0.13156250000000003
2024-09-04,0.12281249999999999
2024-09-05,0.11656249999999999
2024-09-06,0.1015625
2024-09-09,0.11218750000000002
2024-09-10,0.1325
2024-09-11,0.12781250000000002
2024-09-12,0.10687499999999998
2024-09-13,0.1209375
2024-09-16,0.1025
2024-09-17,0.1365625
2024-09-18,0.1328125
2024-09-19,0.1159375
2024-09-20,0.14375
2024-09-23,0.11000000000000001
2024-09-24,0.11156250000000001
2024-09-25,0.115625
2024-09-26,0.1075
2024-09-27,0.11374999999999999
2024-09-30,0.1159375
2024-10-01,0.1421875
2024-10-02,0.10906249999999999
2024-10-03,0.1475
2024-10-04,0.12781250000000002
2024-10-07,0.14500000000000002
2024-10-08,0.10812500000000003
2024-10-09,0.109375
2024-10-10,0.140625
2024-10-11,0.1328125
2024-10-14,0.1428125
2024-10-15,0.143125
2024-10-16,0.139375
2024-10-17,0.1403125
2024-10-18,0.13999999999999999
2024-10-21,0.139375
2024-10-22,0.1390625
2024-10-23,0.12281249999999999
2024-10-24,0.125
2024-10-25,0.10875000000000001
2024-10-28,0.12281250000000002
2024-10-29,0.1571875
2024-10-30,0.15375
2024-10-31,0.15625
2024-11-01,0.13874999999999998
2024-11-04,0.12625
2024-11-05,0.140625
2024-11-06,0.12156249999999999
2024-11-07,0.1375
2024-11-08,0.12468750000000002
2024-11-11,0.10968749999999998
2024-11-12,0.1296875
2024-11-13,0.1328125
2024-11-14,0.130625
2024-11-15,0.1309375
2024-11-18,0.11156250000000001
2024-11-19,0.1321875
2024-11-20,0.140625
2024-11-21,0.13468750000000002
2024-11-22,0.12437500000000001
2024-11-25,0.1459375
2024-11-26,0.15437499999999998
2024-11-27,0.1434375
2024-11-28,0.163125
2024-11-29,0.1421875
2024-12-02,0.1428125
2024-12-03,0.1440625
2024-12-04,0.10718749999999999
2024-12-05,0.115625
