date,quantile,return
2023-02-14,3,0.001993914412779602
2023-02-14,4,0.0022012395497356717
2023-02-14,5,0.0024120166425772673
2023-02-15,1,-0.005617902256359384
2023-02-15,2,-0.010702069837810158
2023-02-15,3,-0.010223498964611659
2023-02-15,4,0.0006312739113732528
2023-02-15,5,-0.0029653110541003466
2023-02-16,1,-0.008954927100464017
2023-02-16,2,-0.003877960357116989
2023-02-16,3,-0.0033385113022391475
2023-02-16,4,-0.003369872655162962
2023-02-16,5,0.0008249487956766357
2023-02-17,1,-0.013574259052276563
2023-02-17,2,-0.007994153614750558
2023-02-17,3,-0.00856580750387144
2023-02-17,4,-0.006210108778365454
2023-02-17,5,-0.007761296813929997
2023-02-20,1,-0.000877983092125961
2023-02-20,2,0.0024115313683459537
2023-02-20,3,-0.005452574559169405
2023-02-20,4,0.0019386561747301097
2023-02-20,5,0.0032002717077388187
2023-02-21,1,0.004521067914300741
2023-02-21,2,0.0002679614990303926
2023-02-21,3,-0.0009364285087591377
2023-02-21,4,0.004378869651156781
2023-02-21,5,0.005876668705939377
2023-02-22,1,0.013748718660846917
2023-02-22,2,0.013177672486216662
2023-02-22,3,0.01009407334251296
2023-02-22,4,0.01026642847470315
2023-02-22,5,0.012545075408450578
2023-02-23,1,-0.0037359500234864047
2023-02-23,2,-0.010183322292102288
2023-02-23,3,-0.0040787114359848884
2023-02-23,4,-0.0031886286819389153
2023-02-23,5,-0.005197807175117282
2023-02-24,1,0.004120151503406532
2023-02-24,2,0.00510068627293679
2023-02-24,3,0.001029408667727224
2023-02-24,4,0.007403943596547147
2023-02-24,5,0.006212797960158636
2023-02-27,1,0.0063322515041003575
2023-02-27,2,0.002754189090670312
2023-02-27,3,0.0008383877594188749
2023-02-27,4,0.005686457778341418
2023-02-27,5,0.00782593597432298
2023-02-28,1,0.0008499058626435187
2023-02-28,2,0.0009939736416421173
2023-02-28,3,0.01186642410669983
2023-02-28,4,0.005490235487026892
2023-02-28,5,0.009439092908423721
2023-03-01,1,-0.005291604037418106
2023-03-01,2,0.003159028885757921
2023-03-01,3,0.008562591308888427
2023-03-01,4,0.0054248431200299325
2023-03-01,5,0.005394276523970485
2023-03-02,1,-0.0013913890712742413
2023-03-02,2,-0.006701812029316007
2023-03-02,3,-0.0013425569356450024
2023-03-02,4,0.004456900518935336
2023-03-02,5,-0.003718257671915433
2023-03-03,1,-0.005485863126552875
2023-03-03,2,0.0012735609697302453
2023-03-03,3,0.0031147573803996303
2023-03-03,4,0.002353748648837758
2023-03-03,5,0.004939120677081703
2023-03-06,1,0.010027743217572199
2023-03-06,2,0.00038454581419812464
2023-03-06,3,0.0039530336173099
2023-03-06,4,0.007902676289634182
2023-03-06,5,0.00491515192370676
2023-03-07,1,0.015715932510697937
2023-03-07,2,0.026770711536927134
2023-03-07,3,0.018009936298702754
2023-03-07,4,0.016874522694405845
2023-03-07,5,0.02354344805472984
2023-03-08,1,-0.015283583435946338
2023-03-08,2,-0.011098730336855276
2023-03-08,3,-0.010928387850424682
2023-03-08,4,-0.009851043044017226
2023-03-08,5,-0.008466506561342277
2023-03-09,1,0.002977749568697608
2023-03-09,2,0.0005670752395588777
2023-03-09,3,0.0007633319092477807
2023-03-09,4,0.010329657679107469
2023-03-09,5,0.004276624277541309
2023-03-10,1,-0.0026449784417511314
2023-03-10,2,-0.002374944744792205
2023-03-10,3,-0.008383358416651268
2023-03-10,4,-0.00555334638392882
2023-03-10,5,-0.0028444108784765154
2023-03-13,1,-0.005693215293167364
2023-03-13,2,-0.006875825519292409
2023-03-13,3,-0.007858141371458635
2023-03-13,4,-0.0031492447229808733
2023-03-13,5,-0.01760400635944194
2023-03-14,1,-0.0004760347389458951
2023-03-14,2,-0.0004953607266867713
2023-03-14,3,0.003947439569469731
2023-03-14,4,0.002849876218655465
2023-03-14,5,0.005061816526788668
2023-03-15,1,-0.0015037213753842616
2023-03-15,2,-0.006292619924542589
2023-03-15,3,-0.001636516196725455
2023-03-15,4,0.0007843025012304638
2023-03-15,5,-0.0002637643915376132
2023-03-16,1,-0.002118901985395394
2023-03-16,2,-0.0029412333244604448
2023-03-16,3,-0.002026548701796413
2023-03-16,4,-0.0059096232669670675
2023-03-16,5,-0.008407728898409222
2023-03-17,1,0.0013134616936114397
2023-03-17,2,0.0018857174911334974
2023-03-17,3,0.0015777341247374857
2023-03-17,4,-0.0023271315026099242
2023-03-17,5,0.004978177091906631
2023-03-20,1,0.006492976399437267
2023-03-20,2,0.007025429481689938
2023-03-20,3,0.001552344049979665
2023-03-20,4,0.005365703486428854
2023-03-20,5,0.0024139667866853905
2023-03-21,1,-0.013934684747261856
2023-03-21,2,-0.014524726841886063
2023-03-21,3,-0.010726484881399398
2023-03-21,4,-0.009255905100803777
2023-03-21,5,-0.007897611509796822
2023-03-22,1,0.004608017814452876
2023-03-22,2,0.004465174310153479
2023-03-22,3,0.0029948096122076866
2023-03-22,4,0.007167641911316564
2023-03-22,5,0.005527767217356432
2023-03-23,1,0.00829691803310209
2023-03-23,2,0.016198556142285422
2023-03-23,3,0.013073379596600033
2023-03-23,4,0.011090828575283837
2023-03-23,5,0.01525855659125091
2023-03-24,1,0.008745674171690221
2023-03-24,2,0.0066810943804921415
2023-03-24,3,-0.0006963945746072094
2023-03-24,4,0.004385235473899556
2023-03-24,5,0.007707162476080075
2023-03-27,1,-0.0008597169531553714
2023-03-27,2,-0.0037748062927146736
2023-03-27,3,-0.006505143626578868
2023-03-27,4,-0.007035324298027185
2023-03-27,5,-0.0024294575485846407
2023-03-28,1,-0.008195839208284232
2023-03-28,2,-0.003633561269857975
2023-03-28,3,-0.0010182278802348438
2023-03-28,4,-0.0033861027800264586
2023-03-28,5,-0.0019095163678519375
2023-03-29,1,-0.018286662963017813
2023-03-29,2,-0.02149507458139592
2023-03-29,3,-0.019807888430771674
2023-03-29,4,-0.018124391623938526
2023-03-29,5,-0.011432511454913384
2023-03-30,1,-0.019205535614719278
2023-03-30,2,-0.016294387257718347
2023-03-30,3,-0.01784382211644984
2023-03-30,4,-0.014292311787682067
2023-03-30,5,-0.012683541823194568
2023-03-31,1,0.007077829772278149
2023-03-31,2,0.005201153808100132
2023-03-31,3,0.00881228513749983
2023-03-31,4,0.00701989071400398
2023-03-31,5,0.006527370948645737
2023-04-03,1,0.013352440246563246
2023-04-03,2,0.016726992459475242
2023-04-03,3,0.02628946175764059
2023-04-03,4,0.01907139279542642
2023-04-03,5,0.022625038957250314
2023-04-04,1,0.009898313505097359
2023-04-04,2,0.006813981358868135
2023-04-04,3,0.006807358069128144
2023-04-04,4,0.006276186315217633
2023-04-04,5,0.01112641425998317
2023-04-05,1,0.014451628757977937
2023-04-05,2,0.015214340697360348
2023-04-05,3,0.01641964772159759
2023-04-05,4,0.018874270736876385
2023-04-05,5,0.015590052721262463
2023-04-06,1,-0.004199561636883568
2023-04-06,2,0.0005059589283010154
2023-04-06,3,-0.004888144418996072
2023-04-06,4,-0.00018743734576310601
2023-04-06,5,-0.0013115051951926519
2023-04-07,1,-9.542773659620572e-05
2023-04-07,2,-0.004385435587484356
2023-04-07,3,-0.009540519732346976
2023-04-07,4,-0.0009283706339628188
2023-04-07,5,-0.004454818072751952
2023-04-10,1,-0.00982408922259654
2023-04-10,2,-0.013037847760584741
2023-04-10,3,-0.005871417673520471
2023-04-10,4,-0.014662198025133718
2023-04-10,5,-0.0019102187770391214
2023-04-11,1,-0.010291843140280348
2023-04-11,2,-0.014368848585008594
2023-04-11,3,-0.010853824832158486
2023-04-11,4,-0.007893100347861526
2023-04-11,5,-0.00671762236603091
2023-04-12,1,0.007914492127366508
2023-04-12,2,0.0017538501073054566
2023-04-12,3,-0.0007334962967243349
2023-04-12,4,0.00016453702365635983
2023-04-12,5,0.004560551011617853
2023-04-13,1,-0.001811565598898631
2023-04-13,2,-0.007825063547765125
2023-04-13,3,-0.007447090841575063
2023-04-13,4,-0.005474847584294137
2023-04-13,5,-0.00787391688206104
2023-04-14,1,-0.002723034333913845
2023-04-14,2,-0.0035528133035379597
2023-04-14,3,-0.005716570040726887
2023-04-14,4,-0.00571131719755321
2023-04-14,5,-0.005813960665448465
2023-04-17,1,-0.0005205660490568691
2023-04-17,2,-0.009265970430367363
2023-04-17,3,0.005936472104454129
2023-04-17,4,0.0016123492118471192
2023-04-17,5,-0.001477203316460371
2023-04-18,1,0.015049707265438203
2023-04-18,2,0.007266804288076291
2023-04-18,3,0.007344567889121583
2023-04-18,4,0.009054976647635804
2023-04-18,5,0.013848188526739847
2023-04-19,1,0.004405034987467276
2023-04-19,2,0.0053069466922433875
2023-04-19,3,0.005069868225544303
2023-04-19,4,0.007719099642240815
2023-04-19,5,0.0027099095102710467
2023-04-20,1,-0.010134502443102817
2023-04-20,2,-0.004208562080159998
2023-04-20,3,-0.0030130625859932938
2023-04-20,4,-0.0013308202523013657
2023-04-20,5,-0.0027475009628995448
2023-04-21,1,0.00045113933745369534
2023-04-21,2,0.007421172689079764
2023-04-21,3,0.0005580206650782775
2023-04-21,4,0.004849818336483903
2023-04-21,5,-0.0035145468947806813
2023-04-24,1,0.013859421310457726
2023-04-24,2,0.004362072851192454
2023-04-24,3,0.002885134629418389
2023-04-24,4,0.008765875009563351
2023-04-24,5,0.012280529503207658
2023-04-25,1,-0.007907670493266735
2023-04-25,2,-0.00283260375045335
2023-04-25,3,-0.0023276244297747517
2023-04-25,4,-0.006462703751605618
2023-04-25,5,-0.0036025205681184114
2023-04-26,1,-0.011728021857732186
2023-04-26,2,-0.004531419542211725
2023-04-26,3,-0.003755254331270867
2023-04-26,4,-0.005518836648587962
2023-04-26,5,-0.0038092935994007275
2023-04-27,1,-0.003253202523393859
2023-04-27,2,-0.011107533289369451
2023-04-27,3,-0.007063608382803678
2023-04-27,4,-0.0010255067882648
2023-04-27,5,-0.003571251733065905
2023-04-28,1,0.016785517889694436
2023-04-28,2,0.014941065585906927
2023-04-28,3,0.015645194902698337
2023-04-28,4,0.016992105349755537
2023-04-28,5,0.012075974751756155
2023-05-01,1,-0.002581592651106748
2023-05-01,2,-0.009596800317426803
2023-05-01,3,-0.003270986089034654
2023-05-01,4,0.0002532294006961414
2023-05-01,5,-0.00443905376908901
2023-05-02,1,0.0003900728666578917
2023-05-02,2,0.00304115330536683
2023-05-02,3,0.00414856258589823
2023-05-02,4,0.005870723163218778
2023-05-02,5,-0.0011781705211223494
2023-05-03,1,-0.018603282413306155
2023-05-03,2,-0.018420077784741647
2023-05-03,3,-0.01463165887959067
2023-05-03,4,-0.015308120730700094
2023-05-03,5,-0.01487227853915779
2023-05-04,1,0.017481791505385834
2023-05-04,2,0.017609642464861013
2023-05-04,3,0.013289522934869395
2023-05-04,4,0.01933875128730739
2023-05-04,5,0.015996353838663352
2023-05-05,1,-0.007299300956394658
2023-05-05,2,-0.005949059188000771
2023-05-05,3,-0.003793571067887653
2023-05-05,4,0.00046804474336873585
2023-05-05,5,-0.006105178074889361
2023-05-08,1,0.005080475180611694
2023-05-08,2,0.00013821688035785907
2023-05-08,3,0.006141248097333213
2023-05-08,4,0.008996674497096391
2023-05-08,5,0.007514807731613414
2023-05-09,1,0.0023963385861093976
2023-05-09,2,0.002326649495254564
2023-05-09,3,0.0022725789280716785
2023-05-09,4,3.633887165698218e-05
2023-05-09,5,0.0015751892330497347
2023-05-10,1,-0.01378598916030754
2023-05-10,2,-0.009429694135052305
2023-05-10,3,-0.009500950516508608
2023-05-10,4,-0.007776640878916359
2023-05-10,5,-0.0057251881550600126
2023-05-11,1,0.004682530032056417
2023-05-11,2,0.005365746284573734
2023-05-11,3,0.004519830385506974
2023-05-11,4,0.006938463852887198
2023-05-11,5,0.006689171612197772
2023-05-12,1,-0.004655820149877979
2023-05-12,2,-0.005596677830515027
2023-05-12,3,-0.003239689427628563
2023-05-12,4,-0.0014175334573125961
2023-05-12,5,-0.00179299736204175
2023-05-15,1,0.011642226377331125
2023-05-15,2,0.010900266382788442
2023-05-15,3,0.010919114489675738
2023-05-15,4,0.006484543969595498
2023-05-15,5,0.008989982907809578
2023-05-16,1,0.024182964235725413
2023-05-16,2,0.028850260716534428
2023-05-16,3,0.029880197425045288
2023-05-16,4,0.029442964243499015
2023-05-16,5,0.0285255784391273
2023-05-17,1,0.005046050945968025
2023-05-17,2,0.00987325254723502
2023-05-17,3,0.006389032668128921
2023-05-17,4,0.012623489960713769
2023-05-17,5,0.005055086156134914
2023-05-18,1,-0.005687844144653743
2023-05-18,2,-0.012049449406013895
2023-05-18,3,-0.0007851760862846798
2023-05-18,4,-0.005720163295334502
2023-05-18,5,-0.009514124973456422
2023-05-19,1,-0.0042235018410815405
2023-05-19,2,-0.000738575613812155
2023-05-19,3,0.0012572621402433216
2023-05-19,4,-0.005527111025388442
2023-05-19,5,-0.0025459997289366096
2023-05-22,1,-0.018737599968741532
2023-05-22,2,-0.010307077928682632
2023-05-22,3,-0.013041151855577787
2023-05-22,4,-0.011866925263715168
2023-05-22,5,-0.014967391510369838
2023-05-23,1,-0.02258683524544241
2023-05-23,2,-0.017526314198409318
2023-05-23,3,-0.013564293273981147
2023-05-23,4,-0.021319588262126495
2023-05-23,5,-0.01384957312819584
2023-05-24,1,-0.01466434613470587
2023-05-24,2,-0.010792090407968817
2023-05-24,3,-0.01302135138383705
2023-05-24,4,-0.013057372773127582
2023-05-24,5,-0.009187975093241617
2023-05-25,1,0.0024272388835915077
2023-05-25,2,0.0005544563360477199
2023-05-25,3,0.006083068766033637
2023-05-25,4,0.0004736333860977577
2023-05-25,5,0.0058934186729765045
2023-05-26,1,-0.001138746633649607
2023-05-26,2,0.0005487910276593966
2023-05-26,3,0.000685629802044424
2023-05-26,4,-0.003194843200667893
2023-05-26,5,0.004794541010208909
2023-05-29,1,0.0033789516547567074
2023-05-29,2,0.001432259193793782
2023-05-29,3,0.002158638946673022
2023-05-29,4,0.0033042191488325255
2023-05-29,5,0.010123207221878358
2023-05-30,1,0.005534151212039948
2023-05-30,2,0.004801607016231047
2023-05-30,3,0.006274605513185309
2023-05-30,4,0.002241893988523714
2023-05-30,5,-0.0005350745362406077
2023-05-31,1,0.0017735409825468248
2023-05-31,2,-0.00040563783564113694
2023-05-31,3,0.0040164602349691825
2023-05-31,4,0.002364611852086508
2023-05-31,5,0.006150089757569732
2023-06-01,1,0.011235263256824096
2023-06-01,2,0.00717627587122167
2023-06-01,3,0.005377450225078874
2023-06-01,4,0.008280123408360044
2023-06-01,5,0.008617339702067888
2023-06-02,1,-0.0011201570149801747
2023-06-02,2,0.006660672709289058
2023-06-02,3,0.002060901397128818
2023-06-02,4,0.005806677934115345
2023-06-02,5,0.004053269214698145
2023-06-05,1,-0.010541585821930625
2023-06-05,2,-0.004829980688034183
2023-06-05,3,-0.010427947009701982
2023-06-05,4,-0.007134423800317532
2023-06-05,5,-0.0058203093858494115
2023-06-06,1,0.006636105993918004
2023-06-06,2,0.002016537410030961
2023-06-06,3,0.004434440218430766
2023-06-06,4,0.002220880860891684
2023-06-06,5,0.0064468867955547
2023-06-07,1,-0.008226126115997967
2023-06-07,2,-0.008612941107886043
2023-06-07,3,-0.008454830738042804
2023-06-07,4,-0.005442593489536535
2023-06-07,5,-0.0033282008292982923
2023-06-08,1,-0.0026132451877182348
2023-06-08,2,-0.007948384992955736
2023-06-08,3,-0.004202873320343155
2023-06-08,4,-0.012487832238526357
2023-06-08,5,-0.007652154020557567
2023-06-09,1,0.019918797535193412
2023-06-09,2,0.01707102382986
2023-06-09,3,0.01958285115552751
2023-06-09,4,0.02314848394646887
2023-06-09,5,0.017982367558330915
2023-06-12,1,-0.010866616497227106
2023-06-12,2,-0.008663770269282965
2023-06-12,3,-0.01304362523114813
2023-06-12,4,-0.0060567023768885
2023-06-12,5,-0.014050976154736423
2023-06-13,1,0.006177007627187507
2023-06-13,2,0.0019165263959568272
2023-06-13,3,0.011124191805173567
2023-06-13,4,0.008052061157098346
2023-06-13,5,0.0029776454567678953
2023-06-14,1,0.00775377787700502
2023-06-14,2,0.015264257442451738
2023-06-14,3,0.004925388127295969
2023-06-14,4,0.013501586346396484
2023-06-14,5,0.00748633550356156
2023-06-15,1,-0.009745567234334708
2023-06-15,2,-0.009201005350580053
2023-06-15,3,-0.0019427421779366848
2023-06-15,4,-0.006037964062565404
2023-06-15,5,-0.008566156422613696
2023-06-16,1,0.018766768023898203
2023-06-16,2,0.02013401872241271
2023-06-16,3,0.02380453801399709
2023-06-16,4,0.018961130821722447
2023-06-16,5,0.027403611761845907
2023-06-19,1,-0.012830033038049847
2023-06-19,2,-0.00046094858957856444
2023-06-19,3,0.001022494737830836
2023-06-19,4,-0.0026596445876122003
2023-06-19,5,0.001773384390805784
2023-06-20,1,-0.010452827374027352
2023-06-20,2,-0.0023991938703561973
2023-06-20,3,-0.003282148427708421
2023-06-20,4,-0.009157851875433476
2023-06-20,5,-0.005847221440635549
2023-06-21,1,-0.002900885752778557
2023-06-21,2,0.0036915976458120345
2023-06-21,3,-0.008514602520522314
2023-06-21,4,-0.006339584184217056
2023-06-21,5,0.000596272066024278
2023-06-22,1,0.00039196521021457684
2023-06-22,2,0.0005504655977117264
2023-06-22,3,-0.0020994793393331935
2023-06-22,4,0.0064870876080324325
2023-06-22,5,0.006181741369762916
2023-06-23,1,-0.0037217729090370374
2023-06-23,2,-0.00996476257858563
2023-06-23,3,-0.009402259673220328
2023-06-23,4,-0.0002996699864167327
2023-06-23,5,-0.002551118103530269
2023-06-26,1,-0.012913115378769727
2023-06-26,2,-0.00834347258081209
2023-06-26,3,-0.009736329750348868
2023-06-26,4,-0.004415549310452843
2023-06-26,5,-0.010929739258333165
2023-06-27,1,0.005633568585389168
2023-06-27,2,0.010581332795668913
2023-06-27,3,0.007353586429765446
2023-06-27,4,0.00776792688124283
2023-06-27,5,0.0031919063976867112
2023-06-28,1,-0.018526878494614287
2023-06-28,2,-0.010862431985476506
2023-06-28,3,-0.009684367374099044
2023-06-28,4,-0.009859068589436139
2023-06-28,5,-0.00727918233751587
2023-06-29,1,-0.013031502592487733
2023-06-29,2,-0.014752918621728103
2023-06-29,3,-0.016603915787000843
2023-06-29,4,-0.014533036612326442
2023-06-29,5,-0.011921995560136189
2023-06-30,1,-0.007396097979343428
2023-06-30,2,-0.00523105242861765
2023-06-30,3,-0.0007922652676226728
2023-06-30,4,0.0019957981230884487
2023-06-30,5,-0.006043055306488184
2023-07-03,1,0.017945334675486334
2023-07-03,2,0.01721786697427407
2023-07-03,3,0.014738156487124763
2023-07-03,4,0.017568515947532483
2023-07-03,5,0.01838011751535177
2023-07-04,1,-0.003653068786827208
2023-07-04,2,-0.0019808422204641513
2023-07-04,3,-0.0001797202204345933
2023-07-04,4,-0.002812052831946776
2023-07-04,5,0.0005805867210086786
2023-07-05,1,0.011447939666077695
2023-07-05,2,0.020577330867939673
2023-07-05,3,0.012969572116903853
2023-07-05,4,0.010047549738209148
2023-07-05,5,0.012052653543392355
2023-07-06,1,-0.001615533113328306
2023-07-06,2,-0.0019860359387018373
2023-07-06,3,0.004507916312188528
2023-07-06,4,-0.003774786274860783
2023-07-06,5,0.0005882361820790704
2023-07-07,1,0.0023029008388069138
2023-07-07,2,0.004774031551235596
2023-07-07,3,0.005915050636004294
2023-07-07,4,0.000992174879211629
2023-07-07,5,0.0005570138008085254
2023-07-10,1,-0.0011498300313184248
2023-07-10,2,0.002060181421166044
2023-07-10,3,-0.0003658929372500001
2023-07-10,4,-0.003090136340294453
2023-07-10,5,0.003004299330409358
2023-07-11,1,-0.004367347827434964
2023-07-11,2,-0.0035893494640136976
2023-07-11,3,-0.007274895645922091
2023-07-11,4,-0.004503456840775064
2023-07-11,5,-0.003937651608305717
2023-07-12,1,-0.0011353857815899974
2023-07-12,2,-0.002642209654354126
2023-07-12,3,0.0015822050663705952
2023-07-12,4,-0.008196834257873513
2023-07-12,5,-0.0034676217538681204
2023-07-13,1,0.0005353009383533077
2023-07-13,2,0.001813616294422106
2023-07-13,3,0.005368282640128106
2023-07-13,4,-0.0021289608659470684
2023-07-13,5,0.006628458949985727
2023-07-14,1,-0.0025241264388962056
2023-07-14,2,0.0035983371216459325
2023-07-14,3,0.0016199872209230028
2023-07-14,4,0.004459332527077143
2023-07-14,5,0.003963115620772699
2023-07-17,1,-0.0008735613990280735
2023-07-17,2,-0.010665110180870447
2023-07-17,3,-0.006419255966486675
2023-07-17,4,-0.0035551625561057905
2023-07-17,5,-0.004774134247356749
2023-07-18,1,0.009889722588327439
2023-07-18,2,0.008471569563873542
2023-07-18,3,0.007277777385981765
2023-07-18,4,0.009430482628189789
2023-07-18,5,0.016856227910650688
2023-07-19,1,-0.008851143275552791
2023-07-19,2,-0.012891565530750129
2023-07-19,3,-0.017894501178616126
2023-07-19,4,-0.011858729790376235
2023-07-19,5,-0.01858685380522407
2023-07-20,1,-0.0031683490536411254
2023-07-20,2,0.0065233807780973934
2023-07-20,3,0.0036912809626376375
2023-07-20,4,-0.00259895746564068
2023-07-20,5,0.0037047177546996445
2023-07-21,1,0.0028929260795446062
2023-07-21,2,0.006954475773248668
2023-07-21,3,0.005214544669291189
2023-07-21,4,-5.040357249848961e-05
2023-07-21,5,0.007186050412654554
2023-07-24,1,-0.00018180906172004044
2023-07-24,2,-0.002111933057811696
2023-07-24,3,7.443651405352592e-05
2023-07-24,4,0.0037773824369103015
2023-07-24,5,0.0018860485449920315
2023-07-25,1,0.012329727058593276
2023-07-25,2,0.007398002203355852
2023-07-25,3,0.013276809329413383
2023-07-25,4,0.011982721161112719
2023-07-25,5,0.00793125991402857
2023-07-26,1,0.004341625042425936
2023-07-26,2,-0.0012601437029785179
2023-07-26,3,0.003624607280496738
2023-07-26,4,0.005012011516048092
2023-07-26,5,0.0034728497257255626
2023-07-27,1,-0.022855254329631567
2023-07-27,2,-0.024758407799811782
2023-07-27,3,-0.025940470762691924
2023-07-27,4,-0.0228096375743128
