date,rank_ic_1d
2023-04-26,0.16406469760900141
2023-04-27,0.05984528832630099
2023-04-28,-0.05035161744022504
2023-05-01,0.05820440693858416
2023-05-02,-0.010079699953117674
2023-05-03,0.13966244725738397
2023-05-04,0.014064697609001406
2023-05-05,0.11940928270042193
2023-05-08,0.17585560243788093
2023-05-09,-0.05450070323488045
2023-05-10,0.2439521800281294
2023-05-11,0.0835208626347867
2023-05-12,0.05400843881856541
2023-05-15,-0.16298640412564466
2023-05-16,0.09824191279887483
2023-05-17,0.003703703703703704
2023-05-18,-0.029957805907173
2023-05-19,0.019807782466010317
2023-05-22,0.07855133614627285
2023-05-23,0.1257383966244726
2023-05-24,0.11261134552273794
2023-05-25,0.06753398968588842
2023-05-26,0.06193155180496953
2023-05-29,0.21268166901078295
2023-05-30,-0.1801218940459447
2023-05-31,0.10321143928738867
2023-06-01,-0.09988279418659167
2023-06-02,0.13647444913267698
2023-06-05,0.0639240506329114
2023-06-06,-0.053070792311298645
2023-06-07,0.11296296296296297
2023-06-08,-0.14714017815283637
2023-06-09,0.015822784810126583
2023-06-12,-0.039240506329113925
2023-06-13,0.04015471167369902
2023-06-14,0.013502109704641352
2023-06-15,0.06896390060947023
2023-06-16,0.24646038443506801
2023-06-19,0.33115330520393815
2023-06-20,0.0649789029535865
2023-06-21,0.027144866385372717
2023-06-22,0.14247538677918425
2023-06-23,0.15077355836849507
2023-06-26,0.07149554617909049
2023-06-27,-0.08727144866385374
2023-06-28,0.239662447257384
2023-06-29,0.004594467885607126
2023-06-30,0.10452414439756214
2023-07-03,-0.0149789029535865
2023-07-04,0.014158462259728083
2023-07-05,-0.06657290201593999
2023-07-06,-0.028316924519456166
2023-07-07,-0.060970464135021094
2023-07-10,0.03975621190811065
2023-07-11,0.0031176746366619783
2023-07-12,-0.07423816221284577
2023-07-13,0.086755743084857
2023-07-14,0.12789498359118612
2023-07-17,-0.023488045007032353
2023-07-18,0.16879981247069856
2023-07-19,-0.23673230192217534
2023-07-20,0.018166901078293482
2023-07-21,0.0031879981247069857
2023-07-24,0.17857477730895455
2023-07-25,-0.050445382090951715
2023-07-26,0.06153305203938115
2023-07-27,0.10335208626347868
2023-07-28,0.0923581809657759
2023-07-31,0.15670417252695734
2023-08-01,0.053984997655883736
2023-08-02,0.08935771214252229
2023-08-03,0.10049226441631506
2023-08-04,0.13323956868260667
2023-08-07,0.11200187529301454
2023-08-08,-0.2913267698077825
2023-08-09,0.04488982653539615
2023-08-10,0.10464135021097047
2023-08-11,-0.07712142522269104
2023-08-14,0.026722925457102677
2023-08-15,0.10773558368495077
2023-08-16,0.1227848101265823
2023-08-17,-0.054828879512423816
2023-08-18,0.1736755743084857
2023-08-21,0.13263009845288326
2023-08-22,0.038912330051570555
2023-08-23,0.1572902015939991
2023-08-24,0.17175339896858885
2023-08-25,0.10321143928738867
2023-08-28,0.06931551804969527
2023-08-29,0.019385841537740277
2023-08-30,-0.14179559306141587
2023-08-31,-0.01237693389592124
2023-09-01,-0.02855133614627286
2023-09-04,-0.015424285044538211
2023-09-05,-0.04617909048288795
2023-09-06,0.059282700421940934
2023-09-07,0.2161978434130333
2023-09-08,-0.07845757149554618
2023-09-11,0.02011251758087201
2023-09-12,0.26793248945147685
2023-09-13,0.04540553211439288
2023-09-14,0.05002344116268167
2023-09-15,0.14985935302390999
2023-09-18,0.16261134552273793
2023-09-19,-0.09939052977027661
2023-09-20,0.10044538209095172
2023-09-21,0.09423347398030943
2023-09-22,0.10030473511486171
2023-09-25,0.06129864041256447
2023-09-26,0.15421940928270045
2023-09-27,-0.17278481012658228
2023-09-28,0.11134552273792779
2023-09-29,0.15271917487107362
2023-10-02,0.07339428035630567
2023-10-03,0.2589779653070792
2023-10-04,0.0816221284575715
2023-10-05,0.09254571026722926
2023-10-06,-0.05042194092827004
2023-10-09,-0.15644631973745898
2023-10-10,-0.03938115330520394
2023-10-11,0.0027894983591186125
2023-10-12,0.05267229254571027
2023-10-13,0.044280356305672765
2023-10-16,-0.05860290670417253
2023-10-17,-0.22766057196436948
2023-10-18,0.1502344116268167
2023-10-19,0.025293014533520865
2023-10-20,-0.013713080168776372
2023-10-23,-0.020651664322550396
2023-10-24,0.13368495077355838
2023-10-25,0.004078762306610408
2023-10-26,0.14510079699953118
2023-10-27,0.2310126582278481
2023-10-30,0.2274730426629161
2023-10-31,-0.11308016877637132
2023-11-01,0.04575714955461792
2023-11-02,-0.1294889826535396
2023-11-03,-0.02852789498359119
2023-11-06,0.20593061415846228
2023-11-07,0.06561181434599156
2023-11-08,0.22299578059071729
2023-11-09,-0.05379746835443039
2023-11-10,0.10222691045475857
2023-11-13,0.019901547116736994
2023-11-14,0.09882794186591655
2023-11-15,0.058907641819034226
2023-11-16,0.00030473511486169713
2023-11-17,-0.11268166901078293
2023-11-20,0.0022503516174402255
2023-11-21,-0.06404125644631974
2023-11-22,-0.025949367088607598
2023-11-23,-0.06596343178621661
2023-11-24,0.1592358180965776
2023-11-27,0.16218940459446787
2023-11-28,-0.13368495077355838
2023-11-29,-0.02458977965307079
2023-11-30,-0.0751992498827942
2023-12-01,-0.09315518049695265
2023-12-04,-0.1455227379278012
2023-12-05,0.21797937177684015
2023-12-06,0.0009376465072667605
2023-12-07,-0.1292780121894046
2023-12-08,0.044116268166901076
2023-12-11,-0.08994374120956401
2023-12-12,-0.10984528832630099
2023-12-13,-0.012705110173464606
2023-12-14,-0.00042194092827004226
2023-12-15,-0.19917955930614162
2023-12-18,0.007759024847632444
2023-12-19,0.030731364275668076
2023-12-20,-0.010689170182841068
2023-12-21,0.030801687763713084
2023-12-22,0.06840131270511018
2023-12-25,-0.073300515705579
2023-12-26,0.014041256446319738
2023-12-27,0.08668541959681202
2023-12-28,0.014392873886544772
2023-12-29,0.07086263478668542
2024-01-01,0.10588373183309892
2024-01-02,0.015025785278949839
2024-01-03,0.00473511486169714
2024-01-04,0.19231129864041255
2024-01-05,-0.08216127519924989
2024-01-08,0.05925925925925926
2024-01-09,0.005813408345053915
2024-01-10,-0.18396624472573844
2024-01-11,-0.19561650257852792
2024-01-12,0.0839662447257384
2024-01-15,-9.376465072667604e-05
2024-01-16,-0.0875293014533521
2024-01-17,-0.12524613220815753
2024-01-18,0.03422409751523676
2024-01-19,-0.13499765588373186
2024-01-22,-0.04901547116736991
2024-01-23,0.1096812001875293
2024-01-24,0.039310829817158936
2024-01-25,-0.007196436943272386
2024-01-26,0.006446319737458978
2024-01-29,-0.05895452414439757
2024-01-30,-0.10496952648851385
2024-01-31,0.16647913736521333
2024-02-01,-0.020323488045007033
2024-02-02,0.019432723863103612
2024-02-05,0.10625879043600564
2024-02-06,0.08342709798406002
2024-02-07,0.19528832630098453
2024-02-08,-0.119901547116737
2024-02-09,-0.20503984997655883
2024-02-12,-0.011228316924519456
2024-02-13,-0.0027894983591186125
2024-02-14,-0.20602437880918895
2024-02-15,0.02062822315986873
2024-02-16,0.22191748710736053
2024-02-19,-0.024917955930614164
2024-02-20,0.11010314111579937
2024-02-21,-0.10271917487107361
2024-02-22,-0.10914205344585093
2024-02-23,-0.016783872480075013
2024-02-26,0.14477262072198785
2024-02-27,0.11174402250351619
2024-02-28,0.10473511486169715
2024-02-29,0.06254102203469293
2024-03-01,-0.14078762306610407
2024-03-04,-0.15192217533989688
2024-03-05,0.20346929207688702
2024-03-06,0.0003516174402250352
2024-03-07,0.07121425222691047
2024-03-08,0.1673230192217534
2024-03-11,-0.004453820909517112
2024-03-12,0.05424285044538209
2024-03-13,0.08616971401781529
2024-03-14,-0.13398968588842006
2024-03-15,0.04742147210501642
2024-03-18,-0.012165963431786216
2024-03-19,0.07475386779184248
2024-03-20,0.1371542428504454
2024-03-21,0.02630098452883263
2024-03-22,-0.019034224097515238
2024-03-25,-0.01708860759493671
2024-03-26,0.10921237693389592
2024-03-27,0.23129395218002816
2024-03-28,0.008720112517580874
2024-03-29,0.21790904828879512
2024-04-01,0.08546647913736523
2024-04-02,0.021261134552273794
2024-04-03,0.051289263947491795
2024-04-04,-0.18933427097984062
2024-04-05,-0.09212376933895922
2024-04-08,0.04430379746835444
2024-04-09,0.03270042194092827
2024-04-10,0.16858884200656354
2024-04-11,0.03745897796530709
2024-04-12,-0.15447726207219878
2024-04-15,0.09184247538677918
2024-04-16,0.020604781997187065
2024-04-17,0.051289263947491795
2024-04-18,0.08321612751992499
2024-04-19,0.0941162681669011
2024-04-22,-0.032606657290201596
2024-04-23,-0.045944678856071265
2024-04-24,0.0975855602437881
2024-04-25,-0.12555086732301923
2024-04-26,0.1708157524613221
2024-04-29,0.011814345991561183
2024-04-30,0.19643694327238637
2024-05-01,-0.011462728551336147
2024-05-02,0.06366619784341303
2024-05-03,0.09275668073136428
2024-05-06,-0.08706047819971871
2024-05-07,-0.04892170651664323
2024-05-08,-0.03330989217065167
2024-05-09,-0.13192686357243322
2024-05-10,0.11244725738396626
2024-05-13,0.15799343647444913
2024-05-14,0.008180965775902485
2024-05-15,-0.2194561650257853
2024-05-16,0.16207219878105955
2024-05-17,0.17517580872011254
2024-05-20,0.09062353492733241
2024-05-21,-0.04085794655414909
2024-05-22,-0.012939521800281295
2024-05-23,-0.008884200656352556
2024-05-24,0.009095171120487576
2024-05-27,0.06050164088138772
2024-05-28,-0.01875293014533521
2024-05-29,-0.04774964838255978
2024-05-30,0.07543366150961088
2024-05-31,-0.04341303328645101
2024-06-03,-0.06753398968588842
2024-06-04,-0.1139240506329114
2024-06-05,0.05009376465072668
2024-06-06,0.04081106422878575
2024-06-07,0.027918424753867795
2024-06-10,0.022339428035630573
2024-06-11,0.1510079699953118
2024-06-12,-0.06720581340834506
2024-06-13,0.0053914674167838735
2024-06-14,-0.07667604313173934
2024-06-17,0.14256915142991092
2024-06-18,0.13938115330520395
2024-06-19,-0.17841068917018288
2024-06-20,0.15382090951711208
2024-06-21,0.00236755743084857
2024-06-24,0.1139943741209564
2024-06-25,0.02517580872011252
2024-06-26,0.11507266760431319
2024-06-27,0.15180496952648853
2024-06-28,0.048148148148148155
2024-07-01,-0.09111579934364744
2024-07-02,-0.022925457102672294
2024-07-03,0.21289263947491796
2024-07-04,0.11015002344116269
2024-07-05,0.2490154711673699
2024-07-08,-0.029371776840131272
2024-07-09,0.054524144397562126
2024-07-10,0.031270511017346465
2024-07-11,-0.03574777308954524
2024-07-12,-0.02416783872480075
2024-07-15,0.2554149085794656
2024-07-16,0.010525082044069387
2024-07-17,-0.007383966244725739
2024-07-18,0.017909048288795124
2024-07-19,0.1358649789029536
2024-07-22,-0.027121425222691044
2024-07-23,-0.15300046882325363
2024-07-24,0.1617440225035162
2024-07-25,0.05637599624941397
2024-07-26,-0.010876699484294422
2024-07-29,-0.16554149085794656
2024-07-30,0.019081106422878576
2024-07-31,-0.014369432723863105
2024-08-01,0.02257383966244726
2024-08-02,0.25192217533989686
2024-08-05,0.0845053914674168
2024-08-06,-0.0213314580403188
2024-08-07,0.00642287857477731
2024-08-08,0.06697140178152837
2024-08-09,-0.11333802156586968
2024-08-12,0.027074542897327712
2024-08-13,0.02116736990154712
2024-08-14,0.030731364275668076
2024-08-15,0.038115330520393814
2024-08-16,0.18258321612751993
2024-08-19,0.020581340834505392
2024-08-20,0.09751523675574308
2024-08-21,0.1622597280825129
2024-08-22,0.18612283169245197
2024-08-23,-0.0890295358649789
2024-08-26,-0.024074074074074078
2024-08-27,0.07238631036099392
2024-08-28,0.10649320206282233
2024-08-29,0.06359587435536802
2024-08-30,0.0973511486169714
2024-09-02,0.20049226441631504
2024-09-03,0.048851383028598226
2024-09-04,0.12273792780121896
2024-09-05,0.010314111579934365
2024-09-06,-0.03375527426160338
2024-09-09,0.05372714486638537
2024-09-10,0.21289263947491796
2024-09-11,-0.04889826535396156
2024-09-12,-0.1656821378340366
2024-09-13,-0.08005157055789967
2024-09-16,0.17355836849507736
2024-09-17,0.23898265353961556
2024-09-18,-0.021425222691045475
2024-09-19,0.04903891233005157
2024-09-20,0.14383497421472108
2024-09-23,0.2883263009845288
2024-09-24,0.14355368026254103
2024-09-25,-0.044491326769807785
2024-09-26,0.16882325363338022
2024-09-27,0.18192686357243323
2024-09-30,-0.11366619784341304
2024-10-01,0.11385372714486638
2024-10-02,-0.015775902484763245
2024-10-03,-0.1295124238162213
2024-10-04,0.14280356305672762
2024-10-07,0.041022034692920775
2024-10-08,0.11816690107829347
2024-10-09,0.015330520393811534
2024-10-10,0.07850445382090952
2024-10-11,0.022503516174402254
2024-10-14,0.22916080637599626
2024-10-15,0.030450070323488048
2024-10-16,0.08279418659165495
2024-10-17,-0.02515236755743085
2024-10-18,0.0409985935302391
2024-10-21,0.2124238162212846
2024-10-22,-0.1220112517580872
2024-10-23,0.10232067510548525
2024-10-24,0.04571026722925457
2024-10-25,0.18309892170651665
2024-10-28,-0.015049226441631508
2024-10-29,0.01851851851851852
2024-10-30,0.1190811064228786
2024-10-31,0.06734646038443508
2024-11-01,0.08295827473042663
2024-11-04,0.12557430848570092
2024-11-05,0.059376465072667604
2024-11-06,-0.017744960150023442
2024-11-07,0.16357243319268636
2024-11-08,-0.0319268635724332
2024-11-11,0.09566338490389124
2024-11-12,0.04915611814345992
2024-11-13,-0.08305203938115331
2024-11-14,-0.007829348335677451
2024-11-15,0.07451945616502578
2024-11-18,-0.009001406469760902
2024-11-19,0.00142991092358181
2024-11-20,0.005508673230192218
2024-11-21,-0.13045007032348804
2024-11-22,-0.016572902015939993
2024-11-25,0.21218940459446792
2024-11-26,0.33757618377871546
2024-11-27,0.03853727144866386
2024-11-28,0.047632442569151424
2024-11-29,0.10220346929207688
2024-12-02,-0.04542897327707455
2024-12-03,0.10571964369432725
2024-12-04,0.1708157524613221
